image_id,labels,transcriptions
760,Not Misogyny,"07.10.2023
'ലൈംഗികബന്ധം
സമ്മതത്തോടെ;
വിവാഹിതയാണെന്ന് മറച്ചുവെച്ചു, മകനെ പരിചയപ്പെടുത്തിയത് സഹോദരനെന്ന് പറഞ്ഞ്
പീഡനക്കേസിൽ ഷിയാസ് കരീമിന്റെ മൊഴി
- എന്താ നിന്റെ പേര
ഷിയാസ് കരീം!
കണ്ണൻ ഭായ് എന്നല്ലല്ലോ?"
911,Not Misogyny,"കണക്ക് സാറ് PT പിരിഡ് ക്ലാസെടുക്കാൻ ശ്രമിക്കുന്നു
പെട്ടെന്ന്
കന്നു വരുന്നു.
ഹഹഹാ.. Q&M..!
4 ഞാൻ
AYALAM HOT MALAYALAM TEENS AM
പെട്ടെന്ന് പെയ്യുന്നു
നിങ്ങൾ പോകില്ലാ കളിക്കാൻ മിസ്റ്റർ പി.ടി."
247,Not Misogyny,"പരീക്ഷക് പഠിക്കാൻ ഇരിക്കുന്ന ഞാൻ പെട്ടന്ന് എന്റെ ചിന്ത ചിട്ടി റോബോട്ട് നെ പോലെ വേഗം പഠിക്കാൻ പറ്റിയിരുന്നെങ്കിൽ 
ശേഷം ഞാൻ yanthiran taml movie download english robot movie fight scene"
403,Not Misogyny,"ഇപ്പൊ എല്ലാരും തന്നെ ആഘോഷമാക്കുന്നത് കാണുന്ന ഭാവിയിൽ പലരുടെയും പണി കളയാൻ
സാധ്യത ഉള്ള
"
74,Misogyny,മലയാള സിനിമയിലെ മേനോത്തികൾ അഥവാ മുലച്ചികൾ
593,Misogyny,അധികമൊന്നും കാണിച്ചിട്ടില്ലെങ്കിലും ഈ അമ്മയെയും 3 മക്കളെയും കാണുമ്പോൾ നാലെണ്ണത്തിനെയും മാറി മാറി പൂറിലും ചന്തിയിലും അടിക്കാൻ തോന്നുന്നത് ഇനി എനിക്ക് മാത്രമായിരിക്കില്ല
314,Not Misogyny,"പരിചയക്കാർ ഉള്ളപ്പോൾ കടയിൽ നിന്നും സിഗരറ്റ് വാങ്ങിക്കുന്ന..
അയൽവാസികൾ
ചേട്ടാ സ്വർണ്ണ അരിപ്പ ഉണ്ടോ?
*ഞാൻ
കടക്കാരൻ*
മലയാളം മാസ്റ്റേഴ്സ്

ഇല്ലടാ... കത്രിക മതിയോ?"
670,Misogyny,അല്ലെങ്കിലും ഒരു പെണ്ണിന്റെ തേൻ ചുണ്ടുകളിൽ നക്കി വലിച്ചോണ്ട് അവളുടെ പൂറിൽ വിരലിട്ട് ഇളക്കുമ്പോഴുള്ള അവളുടെ എക്സ്പ്രെഷനും മൂളലും മാത്രം മതി * അണ്ടി കൊലച്ചു നിക്കാൻ
22,Misogyny,"പുതിയ മരുമോൾ വന്നതിന്റെ പിറ്റേന്ന് 
@അമ്മായിമ്മ എന്താ മക്കളെ പരിവാടി
@മരുമക്കൾ  പായസം ണ്ടാക്കാ ഇമ്മാ 
@അമ്മായിമ്മ  ഇജ്ജും ഓളും കുടിച്ചിട്ട് ഇമ്മാക്ക് തന്നാ മതിട്ടോ
@മരുമക്കൾ എ……"
914,Not Misogyny,"sianet
news
പട്ടാള വേഷത്തിൽ
ആദ്യ റിപ്പബ്ലിക്ക് പരേഡ് കണ്ട ആവേശത്തിൽ മോഹൻലാൽ
അനുഭവം പങ്കുവയ്ക്കുന്നു
WATCH VIDEO"
332,Not Misogyny,"രചന, സംവിധാനം റോബിൻ രാധാകൃഷ്ണൻ; ഫസ്റ്റ് ലുക്കും ടൈറ്റിലും എത്തി TMM തിയേറ്ററുകൾ പൂരപ്പറമ്പാക്കുന്ന സീൻ...! *ദി കംപ്ലീറ്റ് ഡോക്ടർ എന്റെ പിള്ളേരെ തൊട്ടാ മുക്കാമണ്ട് ഇടിച്ചു ഞാൻ പൊളിയ്ക്കും...!"
558,Misogyny,"ഈ കൂത്തി അല്ലെ ഏതോ സിനിമയിലെ വെടികളുടെ സംഘടനയുടെ നേതാവ്? ഇവളൊക്കെ വെറും ലാത്തിരി പൂത്തിരി മുന്തിരി ചെപ്പോ കമ്പി തിരി മത്താപ്പോ.."" കേസ്  അല്ലെ"
435,Misogyny,ഞെക്കട്ടെ?
886,Not Misogyny,"ഒരു പോലിസ് ക്കിന് സത്യകഥ
ലൈസൻസ് എടുക്കാൻ മറന്നു അല്ലേ
രാവിലെ വണ്ടി കഴുകിയപ്പോൾ RC ബുക്ക് എടുത്ത് വീടിന്റെ അകത്ത് എടുത്ത് വെച്ചല്ലേ
കൂട്ടുക്കാരന് ചോര കൊടുക്കാൻ പോകുന്നത് കൊണ്ടാ ട്രിപ്പിൾ വെച്ച് ഓവർ സ്പീഡിൽ പോകുന്നത് അല്ലേ? ജ്യോത്സൻ ആണോ??
അല്ല.SI വത്സൻ. കിന്നരിക്കാതെ 100, രൂപ അടച്ചിട്ട് പോടാ
പഴ്സ് സാർ ഞാൻ
എടുക്കാനും മറന്നു"
628,Misogyny,മലയാളി ഡയറക്ടറുമാർ നേരെയൊന്ന് ഉപയോഗിച്ചാൽ ഇവൾ നമ്മുടെ ഓരോരുത്തരുടേം കുണ്ണ പാൽ വറ്റിക്കും
470,Misogyny,HAPPINESS IS സർപ്രൈസ് ആയി അവളുടെ വയറ്റിൽ പിടിക്കുന്നത്
731,Misogyny,ഇതുപോലെ എല്ലാം ഒത്ത ഒരു സൊയമ്പൻ കമ്പി ചരക്ക് ഇനി അത്ര എളുപ്പമാവില്ല
946,Not Misogyny,"mediaoneonline.com
ബന്ദികളായ അമ്മയെയും കുഞ്ഞിനെയും ഹമാസ് മോചിപ്പിച്ചു
മീൻവയിൽ ' മീഡിയ ഫൺ
Martin Joseph Koottummel.
കരുണാമയെനേ ഹമാസ് വിളക്കേ അലിവിൻ നാഥനേ…"
518,Not Misogyny,"വീടിന് പുറത്ത് ആരെങ്കിലും വന്നാൽ
ഞാൻ(35)
അമ്മേ.."
613,Misogyny,ആവശ്യത്തിന് തുറന്ന് കാണിച്ചിട്ടും കൂടെ കിടന്നിട്ടും അവസരം കിട്ടാതെ പോയ ഒരു അസ്സല് വെടി
390,Not Misogyny,"കുറച്ചു ദിവസമായിട്ട് കാണുന്ന മിക്കവരുടെയും
വാട്സ്ആപ്പ് സ്റ്റാറ്റസ്
"
432,Misogyny,VPN Connect ചെയ്യാൻ നോക്കുമ്പോൾ ഇടക്ക് കേറി വരുന്ന ഏതോ ആപ്പിലെ പരസ്യത്തിലെ *ചേച്ചി
969,Not Misogyny,മെസ്സിയുടെ ട്രൈബ്ബിങ് സ്കിൽസ് അങ്ങനെ പോയ് പോകൂല മോനെ
825,Not Misogyny,"റെഡ്മി ന്റെ ചാർജർ
ഐ ഫോണാ..
ഐഫോൺ 15"
674,Misogyny,ഇവളെങ്ങാനും ഡാൻസ് ടീച്ചറായിരുന്നേൽ ഉറപ്പായിട്ടും അവിടുത്തെ പിള്ളേരുടെ തന്തമാരെല്ലാം ഫീസ് കൊടുക്കുന്നതിന് പകരം അവളുടെ വായിൽ കൊണ്ടുതന്നെ വീട്ടിലെ വെള്ളക്കാരന് അടിക്കാൻ അല്ല ചിക്ക പോലത്തെ ചന്തിയും
976,Not Misogyny,"ഇന്റർനാഷണൽ ഗോൾസ് ൽ 2nd ലോട്ട് എത്താൻ നിനക്കുള്ള ദൂരം ബോ വെറും 3 ഗോൾ മാത്രം fTMM *Leo Messi ""106 international team Goals"
716,Misogyny,മിയയുടെ തെലുങ്കിലെ ആദ്യത്തെ അവലോഹനം കളി ഒരു ഓഫീസിലെ മതിലിൽ ചേർത്ത് നിർത്തി പൂറിൽ തള്ളി കയറ്റി ചന്ദി വിടർത്തി പിടിച്ച് ഞെരിച്ചൊണ്ട് അടിച്ച് കയറ്റി അവളുടെ വിളി കേട്ട് അവൻ നിർത്താതെ പണിഞ്ഞ് അവസാനം അവന്റെ പാൽ അവളുടെ കിളിന്ദ് പൂറിൽ നിറച്ച്
753,Not Misogyny,"കോൺഗ്രസ് പലസ്തീൻ ജനതയ്ക്കൊപ്പം നിൽക്കണം രമേശ് ചെന്നിത്തല

കോൺഗ്രസ് പലസ്തീൻ ജനതയ്ക്കൊപ്പം നിൽക്കണം രമേശ് ചെന്നിത്തല

പലസ്തിൻ.
CPI(M)
ഹായ് ബേബി. ഹമാസ് ഇക്കാമാർക്ക് സുഖം തന്നെയല്ലേ..?"
749,Not Misogyny,"
'ഇസ്രയേൽ ആദ്യ ലക്ഷ്യം മാത്രം, ലോകം മുഴുവൻ ഞങ്ങളുടെ
കീഴിൽ വരും
ഭീഷണിയുമായി ഹമാസ് കമാൻഡർ
*ഹമാസ് എന്ത് ആണെന്നാ നീ പറഞത്?
പലസ്തീൻ മണ്ണിന് വേണ്ടി പോരാടുന്ന സ്വാതന്ത്ര്യസമര പോരാളികളുടെ സംഘടന
ഉണ്ട"
373,Not Misogyny,"20 വയസ്സ് കഴിഞ്ഞ ഒരു പെൺകുട്ടിയുടെ
അവസ്ഥ
@സാന്ദ്രമധു
ജോലി വാങ്ങിയില്ലെങ്കിൽ ഇപ്പൊ തന്നെ കെട്ടിച്ചു വിടും
ജോലി വാങ്ങിയാൽ അപ്പൊ കെട്ടിച്ചു വിടും എന്ന് പറയുന്നു"
889,Not Misogyny,"ലോകേഷ് യൂണിവേഴ്സിന് വലിയ ഇമ്പാക്ട് ഉണ്ടാക്കി
കൊടുക്കാൻ അനിരുദ്ധിന് കഴിഞ്ഞിട്ടുണ്ടേലും
കുതി 2വിലൂടെ എങ്കിലും ഒരു കംബാക്കിന് കാത്തിരിക്കുന്നത് സാമിന്റെയാണ്"
189,Not Misogyny,"പെമ്പിളേളർ ഇഷ്ടമാണെന്ന് പറയുന്നത് വരെ.! #ഗേൾസ്.. #ബോയ്സ്  
പെമ്പിള്ളേർ ഇഷ്ടമാണെന്ന് പറഞ്ഞ് കഴിഞ്ഞാൽ.! ബോയ്സ്# #ഗേൾസ്"
129,Not Misogyny,"രണ്ടാം ഇന്നിംഗ്സ് മലയാളം ഓസിസ് ലെഫ്റ് ഹൻഡഡ് ബാറ്റ്സ്മാൻ സ്കോർ ഉയർത്താൻ പോകുവാ.. 
ലിഡ് അടിക്കാൻ ഡ്രസിങ് റൂമിൽ പോവാന്നെ..."
532,Not Misogyny,"സെന്റി അടിച്ചാൽ പെട്ടെന്ന് വീഴ്ത്താം എന്ന് കേട്ടിട്ട് ക്രഷിനെ പ്രൊപ്പോസ് ചെയ്യാൻ രണ്ടെണ്ണം അടിച്ചിട്ട് പോയ ചങ്ക്
എന്റെ
അച്ഛൻ മൂന്നാം ക്ലാസ്സിൽ പഠിക്കുമ്പോഴായിരുന്നു എന്റെ മരണം"
369,Not Misogyny,"Whatsapp അമ്മാവന്മാരുടെ ഈ ആഴ്ചയിലെ മെയിൻ ഐറ്റം
ഗുളിക ഒളിപ്പിച്ച ചൈനീസ് കേക്ക് #
മലപ്പുറം
"
465,Misogyny,"പരസ്പരം എല്ലാം കണ്ടിട്ടുള്ളത് ആണെങ്കിലും .. ഡ്രസ്സ് മാറുന്ന സമയം ഞാൻ കേറിചെന്നാൽ ഭാര . 
റൂമിൽ നിന്ന് ഇറങ്ങി പോ ചേട്ടാ. ഞാൻ ഡ്രസ്സ് മാറുന്നത് കണ്ടില്ലേ  *ഞാൻ വാവേ.. ???"
416,Misogyny,ഇന്ന് ആർക്ക് കളി കൊടുക്കണമെന്ന് നോക്കുന്ന *ചങ്കത്തി  കാമുകൻ  ഭർത്താവ്
835,Not Misogyny,"ബിഗിൽ
BUG WDER
AMM
തുപ്പാക്കി
Theri
HOTA BALE
BUG WDER
AMM
ffb.com
മെർസൽ
BUG WDER
SUG
WDER
SRK
AMM
JAWAN"
220,Not Misogyny,"10 രൂപ കടം മേടിച്ചാൽ കുത്തിന് പിടിച്ച് തിരിച്ചു മേടിക്കുന്ന ചങ്കിനു ഒരു അത്യാവശ്യത്തിന് 500 രൂപ കടം കൊടുത്തു..
അത് തിരിച്ച് ചോദിച്ചപ്പോൾ..  *ചങ്ക് വിഷ്ണു ശ്രീകുമാർ 500 രൂപ എന്നൊക്കെ പറയുന്നത് ഒരു വലിയ തുക ആണോടാ"
534,Not Misogyny,"
ിയും ഫെഡററും ഒക്കെ എടുത്ത് തള്ളി മറിച്ച് ട്രോൾ ഇടുന്നത് നി തന്നെയാണോടി
ഞാൻ

കാമുകന്റെ സുന കണ്ടപ്പോൾ പേടിച്ച് അലറി."
221,Not Misogyny,ഒറ്റപ്പെടലിന്റെ വേദന  ഒറ്റപ്പെടലിന്റെ സുഖം
48,Misogyny,"മലക്ക് പോകുന്ന ഭർത്താവ് ഭാര്യയോട്.. നീ വരുന്നോടി മല കയറാൻ...  എങ്കിൽ വേഗം വാ പമ്പയുടെ അവിടെ ഇറക്കി വിടാം 
പിന്നെ ജനങ്ങൾ തല്ലിക്കൊന്നോളും അതോടെ ഞാൻ ഫ്രീ ആയല്ലോ !"
288,Not Misogyny,"സ്റ്റോപിൽ ഒരു യാത്രക്കാരൻ കയറാനായി കൈ കാണിക്കുന്നതുകണ്ട..
പ്രൈവറ്റ് ഡ്രൈവർ
സ്റ്റോറുവരെയുള്ള ആളായിരിക്കണേ..!!

KSRTC ഡ്രൈവർ
പുല്ല്.. ആ ഫ്ലോ അങ്ങുപോയി..!!"
70,Misogyny,"കമ്പി മുഖവും ആരെയും മയക്കുന്ന ചന്തിയും മുലയും ഇതെല്ലാം എങ്ങനെ കാണിച്ചു കൊതിപ്പിക്കണമെന്നും അറിയുന്ന ഒരേ ഒരു താത്തച്ചി
അത് ഷംന താത്തച്ചി മാത്രമാണ്."
10,Misogyny,"അമ്മായിയമ്മ
മോനേ..എന്റെ മോളായോണ്ട് പറയുവാ. പ...ഭയങ്കര വാശിക്ക
അവളെന്തേലും ആഗ്രഹിച്ചിട്ട് കിട്ടാതെപോയാൽ പിന്നെന്തേലും നശിപ്പിച്ചാലേ അവളടങ്ങു
തലേന്ന് വത്സൻ കൊടുക്കാത്തതിന് മുളക് കറി കഴിച്ചിട്ട് കട്ടിലിൽ
കെട്ടിയിട്ട് Bj കിട്ടിയ
ലെ ഭർത്താവ്"
504,Not Misogyny,ഓർഡിനറി പോലെ പക്കാ ഫാമിലി പടം ഇഷ്ടപ്പെടുന്നവർക്ക് ആസ്വദിക്കാൻ കഴിയുന്ന കിടിലൻ എന്റർടൈനർ മൂവി റാഹേൽ മകൻ കോര
252,Not Misogyny,"സ്കൂളിൽ പഠിക്കുമ്പോൾ ഇഷ്ടപെട്ട പെണ്ണിനെ പ്രൊപ്പോസ് ചെയ്യുമ്പോൾ ""അവളുടെ കൂട്ടുകാരി  അവൾക്കൊന്ന് ആലോചിക്കണം"
934,Not Misogyny,"കോവിഡിന് മരുന്ന് കണ്ടുപിടിച്ചെന്ന് പതഞ്ജലി ...
6 days ago 'പതഞ്ജലി
മരുന്നിന്റെ പേര് "" ആദരാഞ്ജലി എന്നായിരിക്കും"
632,Misogyny,എന്തൊക്കെയായാലും ആരുമില്ലാത്ത സമയത്ത് ബെഡ്റൂമിലെ അങ്കിളിന്റെയും ആന്റിയുടെയും കളി ഒളിഞ്ഞുനോക്കുമ്പോൾ കിട്ടുന്ന സുഖമൊന്ന് വേറെ തന്നെയാ
326,Not Misogyny,"പനി വന്ന് ഹോസ്പിറ്റലിൽ ഇൻജെക്ഷൻ എടുക്കാൻ പോയപ്പോൾ കൂടെ ആരും വന്നിട്ടില്ലേ എന്ന് ഡോക്ടർ ചോദിച്ചപ്പോൾ

ഒറ്റയ്ക്ക് തന്നാ ഡോക്ടറെ ഇവിടെ വരെ വന്നത്."
991,Not Misogyny,*സുയിത്ത് ഘടകം ഇത്തവണ ബാലൺ ഡി ഓർ ഫാലൻഡ് നേടിയില്ലെങ്കി അത് അനീതി ആയും *എന്ന ഷേ ഫ്രം ഡിസംബർ ടു ജൂൺ
93,Misogyny,"രാവിലെ എണീറ്റ് വരുമ്പോൾ മകന്റെ കമ്പിയായ സാധനം കണ്ട അമ്മ
അത് ഓർത്ത് റൂമിൽ പോയ് വിരൽ ഇടുന്ന അമ്മ"
183,Not Misogyny,"വീട്ടിൽ ആരെങ്കിലും വിരുന്ന് വന്നാൽ 
* അച്ഛൻ *അമ്മ * പെങ്ങൾ * കുഞ്ഞാവ * വീട്ടിലെ പട്ടി * അടുത്ത വീട്ടിലെ ചേച്ചി ഞാൻ"
228,Not Misogyny,"ആൺമക്കൾ മാത്രമുള്ള വീട്ടിൽ ഒരു പെൺക്കുട്ടി ഉണ്ടായിരുന്നെങ്കിൽ എന്നെ സഹായിക്കാൻ ഒരളായെനെ
പെൺമക്കൾ മാത്രമുള്ള വീട്ടിൽ ഒരു ആൺക്കുട്ടി ഉണ്ടായിരുന്നെങ്കിൽ എനിക്ക് ഒരു ഉപകാരമായെനെ
രണ്ടും ഉള്ള വീട്ടിൽ ഞാൻ കീരിയെയും പാമ്പിനേയും ആണോ ഈശ്വരാ പ്രസവിച്ചത്"
857,Not Misogyny,"Unni Mukundan →

Mera BHARAT
My India

ട്രാൻസിലേറ്റർ
ഉണ്ണി മുകുന്ദൻ
"
353,Not Misogyny,"കാമുകിയുമായി രാത്രി വഴക്കിടുന്ന ചങ്ക്
തിർന്നെടി നീയുമായുള്ള എല്ലാ ബന്ധവും നാളെ മുതൽ ബ്രേക്ക് അപ്...
TM മലയാളം മാസ്റ്റേഴ്സ് 
പിറ്റേന്ന് കോളേജിൽ വരുന്ന കാമുകി
ബ്രേക്ക് അപ്പ് രണ്ട് ദിവസം കഴിഞ്ഞു പോരെ"
507,Not Misogyny,"സ്കൂളിൽ പുതിയ spoken English ക്ലാസ്സിന് പങ്കെടുത്തിട്ട് വന്ന ഞാൻ
അമ്മേ Porridge and green വാട്ടർ തരു"
379,Not Misogyny,"
കാമുകി ആദ്യമായൊരു ഗിഫ്റ്റ് വാങ്ങി തന്നാൽ
ഞാൻ
*ലവൾ
താങ്ക് ടാ..
പിന്നെ ഒരു കാര്യം..
ഗിഫ്റ്റ് അഴിച്ചു കഴിഞ്ഞാൽ അതിന്റെ പുറത്തുള്ള വർണ്ണക്കടലാസ് കളയരുത്. അത് എനിക്ക് തന്നെ തരണം..!"
498,Misogyny,ഗേൾസ് ഹോസ്റ്റൽ റാഗിങ്ങിനിടയിൽ രോമം കിളിർത്തോയെന്ന് നോക്കുന്ന ജൂനിയർ * സീനിയർ
882,Not Misogyny,"കട്ട ഹീറോയിസം
1988ൽ SSLG ഇംഗ്ലിഷ് പരീക്ഷയിൽ ഇദ്ദേഹം പരാജയപ്പെട്ടു

ഇന്ന് ഇദ്ദേഹത്തെ കുറിച്ചാണ്
പത്താംക്ലാസ് ഇംഗ്ലീഷ് ടെക്സ്റ്റിലെ ആദ്യ"
30,Misogyny,ഇവളുടെ ചെറിയ പ്രായത്തിൽ കാണിച്ച വെടി കളി ഒന്നും വേറെ ഒരു സീരിയൽ നടികളും കാണിച്ചിട്ടില്ല. 
615,Misogyny,മലയാളത്തിലെ നടിമാർക്കെല്ലാം കൊടുത്ത വാണത്തിന്റെ ഇരട്ടി ഇവളുടെ വീഡിയോ ഒരുതവണ കണ്ടാൽ നമ്മൾ കൊടുത്തുപോകും എന്നതാണ് ഈ കൂത്തിച്ചിയുടെ വിജയം
578,Misogyny,"ആദ്യമായി അങ്ങി വായിലെടുക്കുമ്പോൾ പാൽ അവളെ കൊണ്ട് കുടിപ്പിക്കുമ്പോള്‍ രണ്ടാമത്തെ തവണ എടുക്കുമ്പോൾ
മൂന്നാമത്തെ തവണ"
72,Misogyny,"ഈ ചിത്രത്തിൽ നാച്ചുറൽ ആയതിനെയും പാഡ് വച്ച് പൊക്കി നിർത്തിയതിനെയും തിരിച്ചറിയാൻ സാധിക്കുന്നുണ്ടെങ്കിൽ 
നിങ്ങൾ ഒരു മികച്ച നിരീക്ഷകനാണ്"
227,Not Misogyny,"PTA മീറ്റിങ്ങിനു അച്ഛൻ വരുന്നത് കാണുന്ന #Girls 
#Boys"
606,Misogyny,നല്ല മെലിഞ്ഞ വയറിന് ചുറ്റും അരഞ്ഞാണവുമിട്ട് അതും ആ കുഴിഞ്ഞ പൊക്കിളും കാണിച്ച് ഏതൊരു പെണ്ണ് അടഞ്ഞാലും നമുക്ക് കമ്പി ആവും
461,Not Misogyny,അവന്റെ നാമം ജനങ്ങൾ മറന്നു കഴിഞ്ഞു ദേവസേനാ...!! മഴവിൽ manorama  അതിനി ഞാൻ ചാകണം.!!
229,Not Misogyny,"പരീക്ഷ പേപ്പർ കാണിക്കുമ്പോൾ ടീച്ചർ 2 തവണ തന്റെ പേര് വിളിച്ചപ്പോൾ * പഠിപ്പി ചങ്ക്
*ഉഴപ്പാൻ ചങ്ക് പരീക്ഷ എഴുതിയിട്ടും ടീച്ചർ പേര് വിളിക്കാത്ത"
639,Misogyny,ചരക്കായ ഒരു പെണ്ണിനെ നമ്മൾ rotalkies.com പരിചയപ്പെടുമ്പോൾ ട്രോൾ നടിമാർ പുറത്തെ രംഗം നമ്മുടെ മനസിലിനുള്ളിൽ
476,Misogyny,"തേക്കാൻ അറിയാമോ..? ങ്ങേ..!!
അല്ല..കല്യാണം കഴിഞ്ഞ് ഡ്രസ്സ് ഒക്കെ തേക്കാൻ.. ആ... അതറിയാം"
910,Not Misogyny,"എന്റെ ഫോൺ എവിടെ..?
ടാ..ഇന്നു ഫാദേഴ്സ് ഡേ അല്ലേ.. ഒന്ന് വിഷ് ചെയ്യെടാ.
അതിനിവിടെ പ്രസക്തി ഇല്ല... ഞാൻ ഒരു സ്റ്റാറ്റസ് ഇട്ടിട്ട് വരാം."
878,Not Misogyny,
337,Not Misogyny,"*ലേഖകൻ

നാട്ടുകാർ മൊത്തം അറിഞ്ഞുകഴിഞ്ഞു, ഇനി നമ്മൾ മാത്രമേ അറിയാനുള്ളു...
ഹവാല ഇടപാട്: ജോയ് ആലുക്കാസിന്റെ 305.84 കോടി രൂപയുടെ സ്വത്തുക്കൾ ഇ.ഡി. കണ്ടുകെടി"
984,Not Misogyny,ഇഞ്ചുറിക്കു ശേഷം ഇന്റർനാഷണൽ ഫുട്ബോൾലേക്കു തിരിച്ചു വന്ന മെസ്സി DIS 2 GOAL AGAINST PERU ഹേറ്റേഴ്സ്
875,Not Misogyny,"Beta, What is GST?
Good Night Sweet Dream Take Care"
395,Not Misogyny,"ലോക്ക്ഡൗൺന് ശേഷം ക്ലാസ്സ് എടുക്കാൻ വന്ന
റേഷൻ ഡ്യൂട്ടി കിട്ടിയ അധ്യാപകൻ#
എല്ലാവരും അവരവരുടെ സഞ്ചി കാണിക്കും
"
503,Not Misogyny,"Poyi net kettada Naye 
Connected 
ഡൈലി നെറ്റ് ഉറ്റുന്ന ചങ്കിന്റെ നെറ്റ് ഇന്ന് ഒന്ന് എടുത്തപ്പോൾ ഞാൻ"
316,Not Misogyny,"വന്ദേ ഭാരതിന് അനുവദിച്ച
കൊങ്ങി പോസ്റ്റർ"
367,Not Misogyny,"റിസൾട്ടിന്റെ കാര്യം വീട്ടിൽ പറയാത്തവൻ വീരൻ
എക്സാം നടന്നത് തന്നെ പറയാത്തവൻ ""അതുകും മേലെ"
225,Not Misogyny,"ഒരു അച്ചായന്റെ ക്രിസ്തുമസ് പാതി മയക്കത്തിൽ ഉള്ള പാതിരാ കുർബാന 
വന്നവരെ ഉറക്കാൻ വികരി അച്ചൻറ്റെ പ്രസംഗം  തീറ്റ മാത്രം സ്വപ്നം കണ്ടുള്ള ഉറക്കം 
രാവിലെ എഴുന്നേറ്റ് പല്ല് പോലും തേക്കത്തെ തീറ്റ  ചങ്ക്‌സ് റ്റേ കൂടെ ഫുടിങ്
ഉച്ച കയിഞ്ഞ് ട്രിപ്പ്  സന്ധ്യക്ക് കാര്യം പരിപാടികൾ 
കിളി പോയ പിറ്റേന്നത്തെ പ്രഭാതം"
967,Not Misogyny,$260M $135MXBTO EAL $112M Jahez മറ്റു ഫാൻസ്## $110M Cr haters ** ഇൻസ്റ്റാ ഗോട്ട് മുടിഞ്ഞുപോട്ടെ
526,Not Misogyny,"ഇന്നലെ വൈകിട്ടു കേറിയ റെസ്റ്റോറന്റ് എങ്ങനയുണ്ട് റിവ്യൂ ഷെയർ ചെയ്യാമോ?
മഴ കാരണം റി ഹോട്ടലിന്റെ സൈഡിൽ നിന്ന ഞാൻ
"
982,Not Misogyny,*Argentina ഇത്രയും കാലം എല്ലാ ട്രോളുകളും ഏറ്റുവാങ്ങി ഞങ്ങൾ ക്ഷമിച്ചു പൊറുത്തു എന്നാൽ ഇനി ഞങ്ങൾക്ക് അത് പറ്റില്ല. ഇനി ഞങ്ങൾക്ക് കിട്ടുന്ന എതിരാളികൾ ആരായാലും പച്ചയ്ക്ക് കൊളുത്തിയിരിക്കും
384,Not Misogyny,"ടാങ്കർ ചങ്ക്

കൊല്ലാം പക്ഷേ
തോല്പിക്കാനാവില്ല..!!"
258,Not Misogyny,"അറിയാൻ പാടില്ലാത്ത ഒരാളെകുറിച്ച് നമ്മൾ ഒരിക്കലും കുറ്റം പറയരുത് 
കാരണം അടുത്തറിയുമ്പോഴായിരിക്കും അവനൊരു പാവമാണെന്ന് പലർക്കും മനസ്സിലാവുക"
855,Not Misogyny,"അതേസമയം മറ്റൊരിടത്ത്
നിങ്ങളെ പണ്ട് എവിടെയോ...?
പോപുലർ ഫ്രന്റ് ഓഫ് ഭാരത്*
ഭാരതീയ മുജാഹിദീൻ
പണ്ട് ഞങ്ങളില്ല സർ"
431,Misogyny,"ആദ്യരാത്രിയിൽ ഭാര്യ നിർബന്ധിച്ചത് കൊണ്ട് പഴയ പ്രണയം തുറന്നുപറഞ്ഞു ശേഷം ഒരു ദിവസം കറിക്ക് ഉപ്പ് പോരല്ലെ 
എന്ന് ഭർത്താവ് പറഞ്ഞപ്പോൾ എന്നാൽ നിങ്ങളുടെ പഴയ അവളോട് പറ ഉപ്പ് വന്നിടാൻ"
127,Not Misogyny,"നീ ദേ ദങ്ങട് നോക്കിയേ നമുക്ക് എല്ലാവർക്കും കാണും ഡയറ്റിങ്ങ് ആണെന്നും പറഞ്ഞ് ഇങ്ങനെ വെട്ടി 
വിഴുങ്ങുന്ന ഒരു ചങ്ക് മുണുങ് മുണുങ്"
125,Not Misogyny,"കണക്കിന് 4 മാർക്ക് കിട്ടിയ ഉഴപ്പൻ കാമുകൻ രണ്ടര മാർക്ക് കിട്ടിയ ഉഴപ്പി കാമുകി പഠിക്കാനൊക്കെ തുടങ്ങിയോ ? 
നമ്മുടെ കല്ല്യാണം ആകുമ്പോഴേക്ക് ഒരു ജോലിയൊക്കെ വേണ്ടേ?"
280,Not Misogyny,"അളിയാ.... എനിക്കെന്തെങ്കിലും പറ്റിയാൽ..

നിനക്കൊന്നും പറ്റില്ലടാ ഞങ്ങളൊക്കെയില്ലേ.
NOW
അഥവാ എന്തെങ്കിലും പറ്റിയാൽ എന്റെ ഫോൺ തല്ലിപ്പൊട്ടിച്ച് കളയണം.."
114,Misogyny,"പ്രളയവും കൊറോണായും കാരണം 2, 3 വർഷങ്ങലായി ഓണത്തിന് അന്വംനിന്നുപോയ ഒരു കലാരൂപം"
57,Misogyny,"പെങ്ങൾ വാട്സാപ്പിൽ സ്റ്റാറ്റസ് ഇടുന്നത്  ഒരു പെണ്ണിന്റെ സ്വകാര്യ അഹങ്കാരമാണ് ആങ്ങള 
പെങ്ങൾ യഥാർത്ഥ ജീവിതത്തിൽ  ഷർട്ട് തേക്കാൻ നിന്റെ പെണ്ണുംപിള്ളയോട് പോയി പറയെട…!"
103,Misogyny,പണ്ട് ഇപ്പോൾ കളി കളി ചാല് ചാല് വട വട  അപ്പം അപ്പം
