image_id,labels,transcriptions
1080,Misogyny,Unakennapa doli irukku naanga apdiya Hairil irukku Vechukittu onnum pannama iruken goooodu Replied to you Ama goooodu Apuram Edhukku da unakku Enakku intro kodu Naan simbu fan uh Intro koduthu irukava onnu rendu perum porathukka Replied to you Intro koduthuirukava onnurendu perum porathukka Sabaash Pa meme3 Me who have some extra dolis friends but dont anything Am boy boy Iry
57,not-misogyny,Dharshan Just now Me shares reel to my friend That nanban reacted with smile emoji Kondae puden nan send pannadhu humanity reel uh
1347,Misogyny,"Starting Thangachi ithellam thappu Na Few uhnutes latar AC""o5s Innum veaama kuthu Na"
188,not-misogyny,Whenever Im going out My intuition: Ni olunga veedu pootave illa. seekaram pooi paru mt 4 -.ட Piay Me: Avana yarachu solli niruthungalen da.. vandhute irukan da avan LEVE1 NEME$ = = LFVEL
281,not-misogyny,Conversation with your colleague in chat gone little embarrassing . Idhukku aprm epudra nimmadhiya thookam varum naan epdi da ava moonjila mulippen LE VEL MEME$ = = VE;^ L[VEL
771,not-misogyny,WiNk @Whaamen Knjo naliku pesama avoid pana avangale vandhu pesavanga nu soluvanga Nambadhaa IIUNHR PEJI
959,not-misogyny,முதல் வாட்டியா. பயமா ருக்கா. எது பயமா எங்க ஊரு கவர்மெண்ட் பஸ்ல போயிருக்கியா . மண்ட பத்ரம் தம்பி
158,not-misogyny,vishal_sammy_ Meet your lawyer INE Dongleeodafightscenekunaa adimai
347,not-misogyny,Muthu Kutti Just now Anirudh Ravichander In the climax The Hukum song is playing #muthumc Shiva Rajni
1628,Not-Misogyny,அம்மா தூங்கிடாங்களா இன்னைக்கு DALGONA OFFEE செஞ்சு பார்களாம் Little princess ம்டபதரம் மீம்ஸ் Amma அடியேய் கய்ல காசு இல்லாமா எதோ இருக்குறத வச்சு சாளிச்சுட்டு இருக்கேன் பைத்தியம் போல எதாவது பண்ண Iை அப்படியே கொண்றுவேன் 1/1
702,not-misogyny,14FEB தினகரன் .|004 70056 4900 IISSIIIG 2 சரக்கு ரயிலை காணோம் நாக்பூரிலிருந்து மும்பைக்கு சுமார் 90 கண்டெய்னர்களை ஏற்றிச் சென்ற சரக்கு ரயில் 13 நாட்களாக காணவில்லை பிப்ரவரி தேதி நாக்பூர் விமால நிலையத்தல் ஒருந்து புறப்பட்ட PJT1040201என் கொண்ட பல கோடி ரூபாய் மதிப்பிலான ஏற்றுமதி பொருட்களை நிரப்பிய கண்டெய்னர்சளை கொண்ட ஈயிலை காளவில்லை Biharis Etho perusaa panringa LEVEL MEMES  சம் = = VER^ LFVFL
239,not-misogyny,மணிப்பூர் கொடூரம் அதிர்ச்சி மேல் அதிர்ச்சி மணிப்பூரில் நிர்வாணமாக இழுத்துச் செல்லப்பட்ட பெண்களில் ஒருவரின் கணவர் இந்திய ராணுவத்தில் பணியாற்றியது தெரியவந்துள்ளது! அசாம் ரெஜிமெண்ட்பிரிவில் சுபேதாராக இருந்த அவர் நான் நாட்டை காப்பாற்றினேன்; என் மனைவியையும் ஊரையும் காப்பாற்ற முடியவில்லை என சேனல் ஒன்றுக்கு வேதனையுடன் பேட்டியளித்துள்ளார் dharshan mt டவி LEVEL MEME5 = = VE;^ LEVEL
1536,Not-Misogyny,"என்ன சொல்கிறோம் என்பதைவிட அதை எப்படி சொல்கிறோம் என்பதே மிக முக்கியம் SSis எடுத்துக்காட்டுக்கு வாயை மூடு மனைவியிடம் சொல்வதை விட உன் இதழ்கள் மூடி இருக்கும் நீ எவ்வளவு அழகாய் இருக்கிறாய்"" என்று சொல்லிப்பாருங்கள் #you_win:- ) என்று போது"
1756,Not-Misogyny,brother நீ சொன்னால் எதையும் செய்வேன் தலையாட்டும் பொம்மை ஆவேன் . GIRU *sister கிழிப்பான் அவன் கிழிப்பான் !! TU REMOTE கேட்டாலே தரமாட்டான்
1156,Misogyny,@MR TAMIL PASANGA ~Oorla efhana pasanga irukanga ivana endi emathuna Avan innocent di
902,not-misogyny,While seeing this Vehicle Narh
992,not-misogyny,பாக்கதா செம CUTEஆ இருக்கா ஆனா இவ அம்மாவை கத்தியால் 152 தடவை குத்தி கொன்னுறுக்கா ^ 4_5# ப 5 அழகிய PSYCHO கொலைகாரி இவளோட FULL STORY LINK IN MY BIO மக்களே
222,not-misogyny,Hotel Server. ~சாப்பிடுறதுக்கு முன்னாடி ஒரே Cold இருக்கு Hot Woter கேட்கிற.! ~சாப்பிட அப்புறம் 8 5 Digest ஆகல 88 Pepsi & Coke இருக்கானு கேட்கிற.ஏன்டாஏன். : 004111
1413,Misogyny,shh rendu nimisham sooththula adichikirenu sollitu ivlo neram vegama adikirye shhhhh boybesriememes un sooththa pathalae en sunni veri aguthu teacher athan dai un sunniya veliya edu en purushan varra neram achi shhhh ahhhhh
895,not-misogyny,Got Window seat. gonna enjoy my journey. VRRZO After 1O mins *stranger Enakkune varuveengala da?? v16|6 6l6
1532,Not-Misogyny,Avangalukum family Kuhelpipananum thought irukum ப Athanala avanga job poga asapattaa allow panrathu IHIIIL mEmE Iulp Arrange marriagepanunalum mapfllaf rich irunthalum ponnuku pudikata marriage panivaika kudathu
707,not-misogyny,bellalaurea Dei koil la iruken da Summa ira Kovil la poi Enda insta use pandre Poi sammy kita paava mannipu kelu vishal_sammy_ வௌங்குமடா me
83,not-misogyny,Dharshan Just now Frnd * En da enga status pakka matra Me : nan status pathu palagaravan ila bro #dharshanmc @ LEVEL MEME5 = = VER^ LEVEL .00-
36,not-misogyny,Dhanush kuaduthahit movie yairukum
1607,Not-Misogyny,ovaruthurukum oru visiyathula payithiyam playboyfriend ivanuku ponunga mela paithiyam gero
1257,Misogyny,LUXSIUOIO மீனுக்கு கெண்ட 519010 வாய மூட்றா புண்ட பேரு
906,not-misogyny,NE : AMMA ORU PONNA LOVE PANDREN MOM Vi _H ப்பா என்னா சார்ப்பு
1025,misogyny,கணவன்மார்கள் மனைவிமார்கள் வாயில வைக்க முடியாத விளங்காத சரக்கெல்லாம் குடிக்க முடியுது 0( பொண்டாட்டி போடுற le மட்டும் குடிக்க கசக்குதோ ??
832,not-misogyny,"mc Me Un rubber Ia kojam அழிச்சிட்டுதரன் ? My frnd மவன் மம்ஸ் ~5 Dei..Dei பாத்துட மேல ருக்கற cover ah kizhichidatha da.? dBSL eraser apsara +101: ம0"" சnப ச9.9 Nor"
105,not-misogyny,IIGIOS .9 LEVEL Best motivational speech harshan LEVEL MEMES = = VE;^
1682,Not-Misogyny,Women s PariThabanGaL We emanda pathram memess HappY WomEn' s DaY. Fake Ios WomEn's /9 IGIMPM Thank youlThank Day you!
1161,Not-Misogyny,என்னோட Future Wife இந்த எவன் கூட Lovers Celebrate பண்ண தபாகுதேன்தெரியல mt _1 ._595 Day
1008,not-misogyny,Sight Adichifying College Staff Expectation Reality nivasmc@fb
1577,Not-Misogyny,111 Gudboy Arun Just now Class Girl 5 colour pens while Writing * Enna mam nenga Rangoli colour kolam ah vida Adhigama Colour use pandrenga 2 using
973,not-misogyny,Haluyami mnemies pugc /ALயaNI MIeRIE5D mட வெயில் காலத்துல ரெண்டு மட்டும் இல்லனா நாறிடும் இது
357,not-misogyny,"After a fight between mom and dad They  - idhu ellathukum kaaranam needhan 8 ylo me till 9 pm mட wondered What did 1 do Wrong?"" LEVEL MEMES = = VER^ LEVEL"
553,not-misogyny,Muthu Kutti 3m *TI ping me and assign some task* Friday 6 maniku mela lap login aaagathu #muthumc எ்ஒயன்ஸ் ^
675,not-misogyny,Dharshan Just now
1327,Misogyny,enna da thambi amma tea thool ketanga nu vanthu apdiye nikura pakathu veetu aunty me tea poda paal venama ? ? ?
644,not-misogyny,Meimagining playing cricket tournament for my clg team. QOML movies 9oML movies Naan thaan star allrounder team ku. Middle order destructivebausnan 2 100s
1567,Not-Misogyny,She Baby pona maasam etho urgent nu IOK vanguniye epo da thara pora Me Adha dowry la minus panniko She ^ Edhey
728,not-misogyny,ஆசை வார்த்தை கூறி பல பெண்களை காதல் வலையில் வைத்த நபர் கைது செய்தி..! Me ~ டேய் டேய் காசு வேணும்னாலும் தரேன் அந்த ஆசை வார்த்தை என்னன்னு சொல்லிகுடுங்கடா . விழ
1601,Not-Misogyny,IN FUTURE ***Unga Amma unaku MAKE-UP poda solli tharla ya? ***YOU CAM use panna solli thandhu irukanga
450,not-misogyny,Rutuand Tushar Thapichitada Theekshana
95,not-misogyny,Vaishu after mater with cheenu mt Mottamadhan Enta edhachum sollanuma??? dharshan _ mt Ila da nanga rendu perum group study dhan pannitu irundhom LEVEI MEME5 = = VE; ^ LEVEL
610,not-misogyny,Current affairs la irundhu sports politics finance cinema nu Ella vengayamum theriyum aana love panra ponnu enna nenaikra feel panra nu mattum theriyadhu ட *She LEVEL LEVEL +[#= =
1590,Misogyny,Neenga andha ponnuku kudunga
1557,Not-Misogyny,andha மாலைய kalatti vaikka கூட unaku time illa apdithane irukatum irukatum
402,not-misogyny,Kousik Karthikeyan Ckousik23 #viduthalai Extended version is even better than the theatrical version The narrative itself changes Wonder why didn t show this version in theatre =viduthalaiPart1 AViduthalaiOnZEE5 *Director's Cut they
178,not-misogyny,Me after activating Microsoft apps without product Thimuru venuma thimuru iruku Gethu venuma iruku Garvam venuma adhuvum irukku & key gethu LEVFL WEME5 = VE*^ L[VFL
925,not-misogyny,என் மதிச்சாதான்யாரையும் மதிப்பேன் அதுமத்தவனா ுந்தாலும் சரிஎன்ன பெத்தவனா ருந்தாலும்சரி 60 Ihouguy இ்டப்பட் கோமாள0 வேலைக்கேபோகாம் இருக்க உனக்கு டெய்லிமூச்சு சோத்தபோட்டதுக்குஎங்களுக்கு இதுவேணும் முட்ட
1176,Misogyny,RUKKu ioh IHL~NW irukkuzingafun irukku PHOTOURID Ungala Leggings Poda venamnu solala Short Tops potutu poda venam nu dha solrom nallavae ila asigama irukum Wear panunga ana Long tops potu wear panunga
365,not-misogyny,Parithaban *Non IT Background *LOW CGPA Ungaluku Ellam Epadi Da High Paying IT Jobs Kedachidhu Ellam Bio La lruka Free Counselling Attend Panni Dhan Saab
690,not-misogyny,Me Dei ennada hotstar account work aagala recharge pannalaya Me after came to know hotstar is down Sorry da avasara pattu unna thititen நிர் 4 ஈ~VFENaom7 vishal_ sammy_ LEVEL WEME$ = = VER^ L[VEL
15,not-misogyny,Me argue to my parents with valid points vishal_ sammy _ மூன்று நிமிட மாஸ் டயலாக்கு ஆசைபட்டு வாழ்க்கையை இழக்க தயாராகிவிட்டார்
1124,Not-Misogyny,*class girls Na unna +havira vera endha posonga kudayum pesoradhu ila @M TAMIL PASANGA
1489,Misogyny,ஈகாதல் வந்தால் சொல்லி அனுப்பு உயிரோடு இருந்தால் வருகிறேன் . // என்னை பாக்காம இருந்தால.. நீஉயிரோட இருப்ப.. // IWP memes /www focebook com /ivptele iv 0~- Bake 00
840,not-misogyny,Madan Gowri @madan3 1d Take care of people with you
1062,misogyny,மனைவி பக்கத்து வீட்டு அக்கா கூப்டாங்க போயிட்டு பத்து நிமிசத்துல வந்துடுறேங்க கணவன் பத்து நிமிசத்துல வந்துருவியா. மனைவி வந்துருவேங்க அடுப்புல வெச்சிருக்குறதை அரைமணி நேரத்துக்கு ஒரு முறை விடுங்க கிண்டி
1693,Not-Misogyny,without HER' even HERO' is 'O' Huppy Women | $ epdie Ch Ouagum Duy
1740,Not-Misogyny,IWP memes ஊரில்இருந்து வந்தமாமியார் காலையில இருந்து அடுபடியில நின்னு சமைச்சிருக்க. குழம்பு பேர் என்னென்னு கேட்டா ? தெரியலைன்னு சொல்ற. மருமகள் மாமனார் நான் எங்க சமைச்சேன் ங்க பையன்தான் குழம்பு வாங்கிட்டு நீ சமைச்சதா சொல்லுன்னு சொன்னாரு வந்து
955,not-misogyny,:Yaaru Yar kittaoutAninga..? Bogo CIEII JPR NUI BAI KINGJ நஅAுNS CHAEONNGEIS MrMemeskaaran 4G
1375,Misogyny,Leave time la list potu oora sutharavana vida room potu ku thi la kuthuravana than ponnungaluku pudikum
312,not-misogyny,Anurag K. Qanuragk. Feb 19 #Bakasuran Hearing good word of mouth for this movie in South Congrats my friend @nattynataraj & Dir @selvaraghavan RUNNING s&&NSIGY SUCCI FULLY IN THEATRES IN THEATRBS P1 wடh அருந்துதப் டடஜ்நவத்திர்பு பப்சாசறு Namma Padam Pesanum
98,not-misogyny,muthu mc @muthu kutti Office colleague : enna macha kannu la vengi iruku night full ah thungalaya Ella intha devdia paiyanalatha #muthumc GOLDMINE PR INOX 1001
437,not-misogyny,Recent times la Semma crime thriller movie
1089,Not-Misogyny,விண்ணில் இ வேண்டிய தேவதையே ப்பூவுலகில் என்ன கொண் டிருக்கிறாய் ????? கிரைண்டர்ல மாவு அரைச்சிட்டிருக்கேன் என்ன விஷயம் ??? ருக்க செய்து
1332,Misogyny,Deiavaru kadhava Aunty 2mins thatraruuu Tamil mudinjfrum Troot OK @tomil troll vidava Dei loose Auntyeeay ila vidava engayadhuvidra ulaye
1315,Misogyny,yaaru ivan function Ia aadura saakula anga inga nu thadavi back Ia thekuraan pathini sari konja neram company kudupom aprm evan na paatha pathini mari kathuvom
194,not-misogyny,Muthu Kutti Just now Sis inaiku night enna ma dinner Mom : dhosai um palaya soorum Sis: palaya sooru yaaruku? naaika poonai ka Mom : anga moonavatha oruthan irupanae Thanda soru me coming from my room : #muthumc MUTHU MC
1094,Misogyny,5uS9 5167 10[ 00 Dailythanthi ஹிஜாப் ந்திருக்கும்போது நான் நானாக இல்லை ஈரான் செஸ் பொண்ணுங்களுக்கு தட்டா எந்த கடவுள் வீராங்கனை சொல்லுச்சு  ஐஸ்வர்யா ராஜேஷ் அதிரடி #SaraKhadem # HijabProtest Dailythanthi கேள்வி . See more இநத அரை வேக்காட்டை என்னை வப்ப்ப போன்ற மானங்கெட்ட வந்து கும்பிடுன்னு எந்த கடவுள் வளின் பேச்சு தான் ஹிஜாப் சொல்லிச்சி. எதிர்ப்பு Lke Puply 1?7 Like Raply amie0 + னக்கு இப்பதான் தோனுதாடி என்பது சிலர் Like Peply நினைப்பதுபோல் நேர்மையான பெண் ஒழுக்கமான பெண் என்பதை மட் டம் காட்டுவதற்காக Andhamaadhari naatkalil pengal அல்ல padum avasthai solli :heriya vendiyadhillai Moodikitiu irukkalaam ஆண்களின் தப்பான s9m Le Reply பார்வையிலிருந்தும் கற்பனையிலிருந்தும் நீஉன் தலையெழுத்து முடிவுக்கு ஆண்களையும் தடுத்து கொண்டு வர நல்ல விஷயம் தான் ஹிஜாப் அணிந்த பெண்ணையும் விரைவில் என் ஐயப்பன் க்கு பாதுகாத்து குழப்பமில்லாத பாடம் புகடுவார் சாமி சரணம் அச்சமற்ற அமைதியான சமூகத்தை அணி ஜாப் ஹறி
196,not-misogyny,"Call panni edukalana thirumba call pannama msg panni enna da call panirundha nu ketutu ""I miss you guys nu status poda kudadhu 94 4 LEVEL MEME$ : = LEVE1"
737,not-misogyny,உ ல@ ஞ 1 ஒறா 02 CINL CLNTRAL 24Y7 CODE WORD ACCEPTED
1599,Not-Misogyny,Tea-6ல ஊறின பன்னும்.. Facebool(-ல கரக்ட் பன்னுன பொண்ணும் ரொம்ப நேரத்துக்கு நிலைச்சிருக்காது..
1522,Misogyny,"ஆடி மாசம் உன்னை கூட்டிகிட்டு வந்துஃ. இந்த நாளு நாள்ல எட்டு தடவை ஆன்லைன்ல food ஆர்டர் பண்ணி இ 0@6 Daughter mom இவள வெச்சி வாழுற அந்த மனுஷன் அதான் மாப்ள தெய்வம்மா. P memes GSu000""581 ருக்க"" நம்ம"
1468,Misogyny,*That Publicuty Paithiyam Me நீஇப்போஎக்ஸாம்எழுதுறதுக்கும் மாலையை கூட கலட்டாம ஃபோட்டோ எடுக்குறதுக்கும் என்னசம்பந்தம்!?
724,not-misogyny,பொங்கல்க்கு கொஞ்சம் பாத்து இ டோலி ஏன்??? வெல்லம்னு நினச்சி எறும்பு கடித்துவிட ATHUEPDIMEMES எப்படி இசை வார்த்தை கூறி மயக்கினேன் பாத்தியா ருங்க போது
117,not-misogyny,Ava unna oru aala kuda madhikkala nu therinjum ava kitaye poriye E1 ` LEVEL WEME$  LEV =
961,not-misogyny,In College First Specs Guys mட 1 MUCNy mieles Frd:Dai Ivan Specs Potrukan Kandipa Topper ah Irupan mட IG:இtami ufunny memes3 Naney Kannu Therilanu Specs Potu Suthitu Iruken Ithula Ivanunga Vera Day
302,not-misogyny,Mc Muriel Just now nee mattum illana pala edathula asingapattu mental peace ah tholachiruppen da #mc_muriel Phone
1514,Misogyny,முதல் ரவில் மணப்பெண் கதறல் தேனி மாவட்டத்தை சேர்ந்த இளைஞர் ஒருவர் கடந்த ஆறு வருடம் ருத்திராட்ச கொட்டை அணிந்து அந்த கொட்டையின் புனிதத்தை காக்க காமத்தை கட்டுப்படுத்தி வாழ்ந்து வந்துள்ளார். பெற்றோர்களின் பிடிவாதத்தால் திருமணம் செய்து கொண்ட நிலையில் இத்தனை வருடம் கட்டுப்படுத்தி வைத்து இருந்த காமத்தை ஒரே இரவில் காய்ந்த மாடு கம்மங்கொள்ளயில் பாய்ந்தது போல பாய்ந்துள்ளார் தனால் மிரண்டு அப்பெண் முதல் இரவு அன்றே பயந்து விவாகரத்து கோரியுள்ளார். @ 25.0~.2023  AIA மாப்பிள்ளை மணப்பெண் IUI Mong
1186,Misogyny,போஸ்ட் செய்தவர்: Posted on : Qthanga456 ShareChat திருமண மேடையில் L6or மகனுக்கு கொடுக்கப்படும் கடைசி வார்னிங். 499 falwzsmle யாரேய பொண்ண கூப்பிடுங்கோ;நல்ல நேரம் முடியப் போகுறது. #marriage parithabangal GETIT ON Google Play
1137,Misogyny,ந்தமாதிரி ஒரு மச்சினிச்சி கிடைப்பது வரம்
1775,Not-Misogyny,ஒவ்வொரு வீட்டிலும் அம்மாதான் கூகிள். யாரோ வீட்டில் எந்த பொருள் எங்கு இருக்கிறது என்பதற்கான விடை அம்மாவிற்கே தெரியும் .
818,not-misogyny,IN CHILHOOD~ #MOM அங்க பாரு  நிலா பாரு. நிலா பாரு BABIES
561,not-misogyny,Me pretendingtothink when theexaminersees
1563,Not-Misogyny,Amma கல்யாணம் பண்ணிட்டு உன் புருஷன் வீட்டுல போய் எப்டி வேனா இரு யாரு கேக்க போறா . After marriage Maamiyar உன் இஷ்டத்துக்கு இருக்க இது ஒன்னும் உங்க அப்பன் வீடு இல்ல.
314,not-misogyny,Athimbel thoongala paduthey vitar vishal_sammy_ IND 03& Pay
942,not-misogyny,IHD UII PISANGn என்ன Rocky Bhoi இந்தட்ரிப் அடி கொஞ்சம் ஓவரோ Srarus சங்கம் பேசாதடா நீ. ஏன்டா உங்க அம்மாக்கு அன்னையர் தினவாழ்த்து சொல்றதுக்குஎன்னய ஏன்டா இத்தன ஷூக்குபாலிஷ் போடவைக்கிறிங்க.
1587,Not-Misogyny,"ANESOME Awesome Machi MAC QAwesomeMachi ""பொம்பளனா அடக்கம் வேணும் அகம்பாவம் ருக்கக் கூடாது .. பொறுமை வேணும் போக்கிரிதனம் கூடாது  "" Legend #Kaipulla Translate Tweet ருக்க"
403,not-misogyny,Muthu Kutti Just now Dinner endzzz with kalaki #muthumc +8*~ ^11^5-7 feel complete
75,not-misogyny,Dharshan Just now Oru naal kooda overthink pannama thongunadhu ila deva #depression CINL
1451,Misogyny,சொல்லுங்க விஜய் சார் வைர நெக்லஸ் குடுத்த தருணம் எப்படி ருந்துச்சு .. mட - BEHIID WOoDS Blazzy Rajesh mt TAMII WEMES 9~+=-- Googie Pluy *776|
1476,Misogyny,*UNCLE &UI-8 IEaUE= VEETLA CARROT KANAAMA POGUM BOTHE AUNTY KEITAVAI NENATCHEN.. ITHELLAM UN VELA THAANU
1691,Not-Misogyny,Wishing For Womens At Offi<e Excuse me!!! Enna??? Fsvmeme Happy Womens Day Day
1260,Misogyny,IVP memes .uceDCow com i ptele 7=7- ஊரில்இருந்து வந்தமாமியார் காலையில இருந்து அடுபடியில நின்னு சமைச்சிருக்க.குழம்பு பேர் என்னென்னு கேட்டா ? தெரியலைன்னு சொல்ற.. மருமகள் மாமனார் எங்க சமைச்சேன் உங்க பையன்தான் குழம்பு வாங்கிட்டு வந்து நீ சமைச்சதா சொல்லுன்னு சொன்னாரு . நான்
941,not-misogyny,போடுறது பழைய ஆனா எனக்கு வைக்குற டைகர் ; 10 m சோறு பேரு
1521,Misogyny,Wife ஊருக்கு போகும்போது . wife ஊருக்கு போன பிறகுஃ. IVP memes ocebook com /W prele Hosbaலd
275,not-misogyny,Dood 1 Bro shift allowance podala Dood 2 Aama enakum podala unaku vandhucha Me Ennaku innu salary credit aavala irunga da vishal_sammy _ hey hey
1481,Not-Misogyny,// அடிய.. என்ன மரியாதை படத்துக்கு குறையுது.. போலாமா.. படத்து பேரே 1Wp அடிய.. memes தாண்டி என் வெண்ண மவளே... ^00  vuடcooo rom/5iட oli
574,not-misogyny,Muthu Kutti Am siri. Naanae kadupula iruke intha nilamai la enna sirika solluria Ayo naa unna solala ma phone ah koopte #muthumc MUTHU MG *iphone user Hey MUWE5 164 8 L[VuL
715,not-misogyny,GS சEngland 3 AAus Actinglunaiye minjirvaan
936,not-misogyny,Yarachum Ithu varaikum #Achumma oda oru video kuta pakkama irrukingla ZIDS CUS mt பார இந்தியன் ஓவ மாவட்டஅளவில் 2009 ம் ஆண்டில் திரு எண்ணு Naa Irruken . mt Me*
816,not-misogyny,GUINESS RECORD ENGA KONTHU VANTHU NIRUTHIRUKA PAATHIYA
1033,misogyny,நம்ப சொல்லேனா ஓடி போய் கல்யாணம் பண்ணிக்கலாம் சொன்னியே பேபி ?? அது fake சாரே Blazzy Rajesh ஓகே  oveக்கு
560,not-misogyny,Subash NS 2h Hotel ல chutney keka maten bro conductor கிட்ட சில்ர keka maten bro Thanimai ய virumburavan peru than da introvertu. unna mari tharkuri da யா irukavan peru illa A'
986,not-misogyny,ஈ9 Whenever Junior says Hello Senior (= do sh 1403 #|_= P46& செயல் சிங்கம் சபவன்வட்ட   @1403MemePage Chai namba mind uera indha scene Ru poguthu girls
845,not-misogyny,True friend always Will always be in our sorrow and joy varun =
503,not-misogyny,"Muthu Kutti Am Bus a tha family oda vanthu iruken seat maari ukkarungha nu torcher panuvingha nu paartha Theatre la kooda athayae solluringalae da #muthumc _5vE"""
149,not-misogyny,Muthu Kutti Just now *Got escalation from client* Manager Task ah mudikkama enna ma pannitu irundha Doodie Reels panitu irundhen sir. #muthumc
322,not-misogyny,"Sanjay Krishna Just now ""Wtc final 2023 India 8/2 : Kohli comes marching into the middle Hits century"" edits exist. order batsmen Engala yendaa chumma chumma 4 overs laye out aaki udra aanalum kohli ku edit podnum ngra orey kaaranathukkaga ne panrathellam too much da. Top"
919,not-misogyny,JOB INTERVIEW which Batch? Follow Crush _ memes corona Batch OkaysGO. StayHome Stay safe
285,not-misogyny,frd: engayachu pola da bore adikkuthu vandi la yeru.. me : ama macha va polam da frd nama ipa enga vanthu iruko 010 IS *Me I[ enna keta
316,not-misogyny,Muthu Kutti Just now Life tha happy ah biscuit aachu happy happy sapduvom #muthumc PaசLE Happg Choco Chip pola Happg Cookies
808,not-misogyny,பையன் ஏங்கிட்டகேக்காட எதுவும்செய்ய மாட்டான் பக்கத்து வீட்டு ஆண்டி ஏன்
138,not-misogyny,Muthu Kutti Just now *When my akka ponnu is not eating food* Me : Kathiresaaa main(TV) switch kitta pore #cocomelon #muthumc 0=1
1519,Misogyny,// ஹேய் எந்திரி // என்னிக்கிடா டைம் ஆகல mondag வேலைக்கு வேலைக்கு போய் போகணுமல்ல இருக்கேன்.. I0P memes iocebook com /ivptele ஹாப்பி சின்ன ஞாயித்து கிழமை (Mondog) நான்
658,not-misogyny,7_6=13$^00 விமர்சனம் அர்யவன் பெண்கள் கட்டாயம் பாருங்க Bayilvan ehy Nala Irukunu Solidara. adi adi
346,not-misogyny,When Dad and Mom come to know that / ate non veg outside during Puratasi dharshan _ LEVEL MEMES  = = VER^ LFVEL
807,not-misogyny,"Vetri Mra Just now *Me using Template Sticker and emoji to keep ^ up the conversation Me : intha 3num namma kita illama namma polappu naridum naari. !! காத்திருந்தா க் IUIIN PIJI veri a "" ப0மo Jovm"
525,not-misogyny,During fasting Frnds shares reels continuesly about food & other haraam videos MN Me AFRIN பார்க்கிறார் 0 க்காளி உனக்குஒருநாள்இருக்குப ாஎன்று ] G !F45:
76,not-misogyny,Seven Screen Studio @7screenstudio Considering overflowing passes requests & safety constraints
1018,misogyny,Dad little #princess She . நா First time #cook பண்ணி ருக்கேன் Amma ~ ஈகாக்காய்க்கு கொஞ்சம் வெய்டி காக்கா ~
1041,misogyny,உ ன்கிட்ட ஏதோ Changes தெர்துனு நெனச்சிட்டு ருந்தன் ஆனா நீஎன்னையே change பண்ணிட்டு போய் இருக்க நான்
195,not-misogyny,Review nalla irundha movie book panni theatre ku poven dharshan _ Apdi review nalla illana telegram Ia download pannitu poitae irupan indha gang leader LE VEL MEMES = = VER^ LEVEL
869,not-misogyny,Bோ8 Thklm Paaka hle Wow Ialla  Bajana மga Kevepe Vachanaoru Unakellam ponnalre BLiohu efasel Bkeid ya Iua aachu pandien Iukumda venditha
1213,Misogyny,என் பட்டமே பற பற பறக எல்லைகள் தாண்டி பற பற பற் That Pattam  இஷ மயிறுக்குலாம் பறக்க முடியாது Download Dailyhunt on Play Store
1399,Misogyny,என்னபா இவளோ பெரிய பூலு வாயிலயே நுழையாதே என் புண்டைலை போகும் ஆத்தா மகன்* இது இது எப்டிடா இது
1566,Not-Misogyny,யூடியூப்ல சமையல் யோ பாத்து ரசம் வைக்கலாம் னு ஆரம்பிச்சா
765,not-misogyny,Vetri Mra Just now Dad : Nalla velai la settle agita next enna Panna poranu keta Cinema la Director chance Theda poranu colg starting la Sonatha inu sollitu irukan di un pulla !! IUIIR PIJTU veriwra My 9
522,not-misogyny,Convey and Ruturaj today vishal_sammy _
1663,Not-Misogyny,அனைத்து மகளிரும் சாதாரண கட்டண பேருந்துகளில் மே 8 முதல் கட்டணமில்லாமல் பயணிக்கலாம் முதல்வர் மு ஸ்டாலின் / All boy s be like நகரப்
1190,Misogyny,நாளையதீர்ப்பு (1992) 2022 மீமாண்டி
967,not-misogyny,ஏன்னே நீங்க நல்லா அ ஆட்னா அந்தக்கா வ்ளோ கோவப்பட்றாங்க அதெல்லாம் பரம ரகசியம் அ்லஞர் விட்றா
162,not-misogyny,Dharshan Just now Them Enga ooruku vandha solu nan pathukuren Also them when / visited their ooru: #dharshanmc mc It
1600,Not-Misogyny,மின்சாரம் இல்லாதபோது ஃப்ரிஜில் இருக்கிற பொருள்களுக்கு குளிர்விட்டு போயிடுது !! சம்சாரம் இல்லாதபோது வீட்டில் இருக்கிற கணவனுக்கு குளிர்விட்டு போயிடுது
1458,Not-Misogyny,Atlee : அது என்ன படம் ??? Scene புதுசா ருக்கே. யோவ் அது செந்தில் பாலாஜி Video யா பாl  ~111010
493,not-misogyny,Muthu Kutti Just now rahanae la silent ah sambhavam panitu Rahanae va #muthumc poita
501,not-misogyny,Ram MC 3Om While யatching vaathi movie Mg frnd everப 1O mins RAM GREATO ^00 Enna macha povomaa LEVE[ MEWES = = VER^ LFVFL
1268,Misogyny,Villoge பரிதாபங்கள் *lhol poolly Gudiyattam3oomemes ஏண்டியம்மா காலேஜ்க்கு போலயா வீட்டுலயே இருக்க *Me GUOWAIU36o கொரோனா வந்து செத்து போய்டுவேண்டி பைத்தியகாரி;பைத்தியகாரி
612,not-misogyny,Santhosh Narayanan Fans Yelaroda music live concert uhm pathachu Ipo kadaisiya Varaporadhu Santhosh narayanan
504,not-misogyny,Muthu Kutti Just now *when bench guy came for office* ingha Snap eduka thanae vantha po #muthumc
